Trap,Route,Site,Date,DOY,Sunset,Time,After,SQM,Temperature,Wet_Bulb_Temp,Relative_Humidity,Barometric_Pressure,Altitude,Station_Pressure,Heat_Index,Dew_Point,Humidity_Ratio,Density_Altitude,Relative_Air_Density,Air_Flow,Air_Speed,Evaporation_Rate,Wind_Chill,Delta_T,Air_Density
S11,1,1,Jun-18,168,8:23:00pm,8:38:00pm,15,12.21,22.3,20.9,88.4,1009.9,26,1009.9,23.3,20.2,14.98,385,96.3,2,1.6,0,22.2,1.4,1.18
S11,1,1,Jun-18,168,8:23:00pm,8:53:00pm,30,14.82,21.7,20.5,89.2,1010.1,24,1010.1,22.6,19.9,14.65,363,96.5,0,0,0,21.7,1.2,1.182
S11,1,1,Jun-18,168,8:23:00pm,9:08:00pm,45,17.62,21.8,20.6,89.9,1010.3,22,1010.3,22.6,20,14.76,363,96.5,0,0,0,21.7,1.2,1.182
S11,1,1,Jun-18,168,8:23:00pm,9:23:00pm,60,19.04,21.4,20.7,94.1,1010.7,19,1010.7,22.3,20.4,15.11,347,96.7,0,0,0,21.3,0.7,1.184
S11,1,1,Jun-18,168,8:23:00pm,9:38:00pm,75,19.25,21.4,20.3,90.6,1010.6,20,1010.6,22.3,19.8,14.59,347,96.7,0,0,0,21.4,1.1,1.184
S11,1,1,Jun-18,168,8:23:00pm,9:53:00pm,90,19.82,21.2,20.2,91.6,1010.5,21,1010.5,22.1,19.8,14.57,341,96.7,2,1.3,0,21.2,1,1.185
S11,1,1,Jun-18,168,8:23:00pm,10:08:00pm,105,19.51,21.3,20.3,91,1010.5,20,1010.5,22.2,19.8,14.56,344,96.7,2,1.5,0,21.3,1,1.185
S11,1,1,Jun-18,168,8:23:00pm,10:23:00pm,120,19.61,21.3,20.3,92.1,1010.5,20,1010.5,22.1,19.9,14.65,342,96.7,0,0,0,21.2,1,1.185
S11,1,1,Jun-25,175,8:25:00pm,8:35:00pm,10,11.16,26.2,21.7,67.6,1009.7,27,1009.7,27.7,19.8,14.53,523,95,0,0,0,26.2,4.5,1.164
S11,1,1,Jun-25,175,8:25:00pm,8:50:00pm,25,13.6,26.4,21.7,66.6,1010,25,1010,27.9,19.7,14.48,526,95,0,0,0,26.4,4.7,1.164
S11,1,1,Jun-25,175,8:25:00pm,9:05:00pm,40,16.81,26.6,21.8,65.9,1010.1,24,1010.1,27.9,19.7,14.45,530,95,0,0,0,26.5,4.8,1.163
S11,1,1,Jun-25,175,8:25:00pm,9:20:00pm,55,18.56,26,21.4,67.1,1010.5,21,1010.5,27.2,19.4,14.21,505,95.2,1,1.3,0,26,4.6,1.166
S11,1,1,Jun-25,175,8:25:00pm,9:35:00pm,70,18.8,25.3,21.1,68.8,1010.6,20,1010.6,26.2,19.2,13.97,478,95.4,2,1.7,0.01,25.3,4.2,1.169
S11,1,1,Jun-25,175,8:25:00pm,9:50:00pm,85,19.1,25.6,21.2,68.4,1010.4,22,1010.4,26.5,19.3,14.1,488,95.3,1,1.2,0,25.5,4.3,1.168
S11,1,1,Jun-25,175,8:25:00pm,10:05:00pm,100,19.62,25,21.2,71.9,1010.6,19,1010.6,25.7,19.5,14.31,468,95.5,1,1.3,0,24.9,3.8,1.17
S11,1,1,Jun-25,175,8:25:00pm,10:20:00pm,115,19.21,25.5,21.8,73,1010.6,19,1010.6,26.9,20.3,15.04,492,95.3,1,1.2,0,25.5,3.7,1.168
S11,1,1,Jun-25,175,8:25:00pm,10:35:00pm,130,19.04,24.7,21.3,74.5,1010.6,19,1010.6,25.4,19.8,14.58,459,95.6,0,0,0,24.6,3.4,1.171
S11,1,1,Jul-02,182,8:24:00pm,8:34:00pm,10,,,,,,,,,,,,,,,,,,
S11,1,1,Jul-02,182,8:24:00pm,8:49:00pm,25,,,,,,,,,,,,,,,,,,
S11,1,1,Jul-02,182,8:24:00pm,9:04:00pm,40,,,,,,,,,,,,,,,,,,
S11,1,1,Jul-02,182,8:24:00pm,9:19:00pm,55,,,,,,,,,,,,,,,,,,
S11,1,1,Jul-02,182,8:24:00pm,9:34:00pm,70,,,,,,,,,,,,,,,,,,
S11,1,1,Jul-02,182,8:24:00pm,9:49:00pm,85,,,,,,,,,,,,,,,,,,
S11,1,1,Jul-02,182,8:24:00pm,10:04:00pm,100,,,,,,,,,,,,,,,,,,
S11,1,1,Jul-02,182,8:24:00pm,10:19:00pm,115,,,,,,,,,,,,,,,,,,
S11,1,1,Jul-02,182,8:24:00pm,10:34:00pm,130,,,,,,,,,,,,,,,,,,
S12,1,1,Jun-11,161,8:21:00pm,8:26:00pm,5,10.51,,,,,,,,,,,,,,,,,
S12,1,1,Jun-11,161,8:21:00pm,8:41:00pm,20,12.65,,,,,,,,,,,,,,,,,
S12,1,1,Jun-11,161,8:21:00pm,8:56:00pm,35,15.41,,,,,,,,,,,,,,,,,
S12,1,1,Jun-11,161,8:21:00pm,9:11:00pm,50,17.99,21.2,17.6,70.4,1002,35,1009.1,21.4,15.6,11.14,334,96.8,0,0,0.04,21.2,3.6,1.186
S12,1,1,Jun-11,161,8:21:00pm,9:26:00pm,65,19.21,21.3,18,73.3,1002.2,35,1009.2,21.6,16.3,11.6,337,96.8,0,0,0.03,21.2,3.3,1.185
S12,1,1,Jun-11,161,8:21:00pm,9:41:00pm,80,19.56,21.1,17.6,71,1002.4,32,1009.4,21.3,15.7,11.18,328,96.8,0,0,0.04,21.1,3.5,1.186
S12,1,1,Jun-11,161,8:21:00pm,9:56:00pm,95,19.64,21.8,17.7,67.8,1002.2,34,1009.3,22,15.5,11.07,349,96.6,0,0,0.04,21.7,4,1.184
S12,1,1,Jun-11,161,8:21:00pm,10:11:00pm,110,19.64,21.3,17.8,71.3,1002.2,34,1009.2,21.4,15.9,11.31,335,96.8,0,0,0.04,21.2,3.5,1.186
S12,1,1,Jun-11,161,8:21:00pm,10:26:00pm,125,19.73,20.9,17.6,72.7,1002.4,32,1009.5,21,15.8,11.27,321,96.9,0,0,0.04,20.9,3.3,1.187
S12,1,1,Jun-18,168,8:23:00pm,8:28:00pm,5,10.97,23.2,21,81.9,1010,25,1010,24.3,19.9,14.7,415,96,3,2.2,0,23.2,2.2,1.176
S12,1,1,Jun-18,168,8:23:00pm,8:43:00pm,20,13.14,22.3,20.5,85.3,1010,24,1010,23.3,19.7,14.5,384,96.3,2,1.4,0,22.3,1.8,1.18
S12,1,1,Jun-18,168,8:23:00pm,8:58:00pm,35,15.54,21.6,20.3,88.1,1010.3,22,1010.3,22.5,19.6,14.36,356,96.6,4,3.1,0,21.6,1.4,1.183
S12,1,1,Jun-18,168,8:23:00pm,9:13:00pm,50,17.05,21.3,20.1,89.8,1010.6,19,1010.6,22.1,19.6,14.34,341,96.7,4,2.9,0,21.3,1.2,1.185
S12,1,1,Jun-18,168,8:23:00pm,9:28:00pm,65,18.02,21.3,20.1,90.2,1010.7,19,1010.7,22.1,19.6,14.37,338,96.7,7,4.7,0,21.2,1.2,1.185
S12,1,1,Jun-18,168,8:23:00pm,9:43:00pm,80,17.04,21.4,20.3,90.4,1010.6,19,1010.6,22.3,19.8,14.54,346,96.7,2,1.7,0,21.4,1.1,1.184
S12,1,1,Jun-18,168,8:23:00pm,9:58:00pm,95,16.87,21.4,20.2,90.2,1010.5,20,1010.5,22.2,19.7,14.46,345,96.7,2,1.9,0,21.3,1.2,1.184
S12,1,1,Jun-18,168,8:23:00pm,10:13:00pm,110,17.88,21.7,20.8,92.4,1010.5,20,1010.5,22.6,20.4,15.12,360,96.5,0,0,0,21.6,0.9,1.183
S12,1,1,Jun-18,168,8:23:00pm,10:28:00pm,125,17.63,21.1,20.2,92.6,1010.5,20,1010.5,21.9,19.8,14.57,335,96.8,3,2.4,0,21,0.9,1.186
S12,1,1,Jun-25,175,8:25:00pm,8:30:00pm,5,10.63,26.6,22,67.1,1009.3,31,1009.3,28.3,20,14.76,540,94.9,0,0,0,26.6,4.6,1.162
S12,1,1,Jun-25,175,8:25:00pm,8:45:00pm,20,12.87,26.2,21.4,66.4,1009.5,29,1009.5,27.4,19.4,14.22,520,95.1,0,0,0,26.1,4.8,1.165
S12,1,1,Jun-25,175,8:25:00pm,9:00:00pm,35,15.58,26.4,21.6,66.2,1009.7,27,1009.7,27.7,19.5,14.31,524,95,1,1.2,0,26.3,4.8,1.164
S12,1,1,Jun-25,175,8:25:00pm,9:15:00pm,50,18.16,25.5,20.9,66.6,1010,24,1010,26.4,18.8,13.68,490,95.3,1,1.3,0.01,25.5,4.6,1.168
S12,1,1,Jun-25,175,8:25:00pm,9:30:00pm,65,19.28,25.8,21.6,69.1,1010.2,24,1010.2,27,19.7,14.43,500,95.2,1,1.2,0,25.7,4.2,1.167
S12,1,1,Jun-25,175,8:25:00pm,9:45:00pm,80,19.48,25.2,21.3,70.9,1010.1,24,1010.1,26.2,19.6,14.37,484,95.4,1,1.2,0,25.2,4,1.169
S12,1,1,Jun-25,175,8:25:00pm,10:00:00pm,95,19.42,25.5,21.3,69.6,1010.2,24,1010.2,26.7,19.5,14.32,491,95.3,0,0,0,25.5,4.2,1.168
S12,1,1,Jun-25,175,8:25:00pm,10:15:00pm,110,19.72,25.4,21.7,72.7,1010.3,22,1010.3,26.5,20.1,14.86,489,95.3,2,1.6,0,25.3,3.7,1.168
S12,1,1,Jun-25,175,8:25:00pm,10:30:00pm,125,19.57,24.7,21.3,74.1,1010.2,23,1010.2,25.6,19.8,14.54,465,95.6,2,1.5,0,24.7,3.4,1.171
S12,1,1,Jul-02,182,8:24:00pm,8:29:00pm,5,,,,,,,,,,,,,,,,,,
S12,1,1,Jul-02,182,8:24:00pm,8:44:00pm,20,,,,,,,,,,,,,,,,,,
S12,1,1,Jul-02,182,8:24:00pm,8:59:00pm,35,,,,,,,,,,,,,,,,,,
S12,1,1,Jul-02,182,8:24:00pm,9:14:00pm,50,,,,,,,,,,,,,,,,,,
S12,1,1,Jul-02,182,8:24:00pm,9:29:00pm,65,,,,,,,,,,,,,,,,,,
S12,1,1,Jul-02,182,8:24:00pm,9:44:00pm,80,,,,,,,,,,,,,,,,,,
S12,1,1,Jul-02,182,8:24:00pm,9:59:00pm,95,,,,,,,,,,,,,,,,,,
S12,1,1,Jul-02,182,8:24:00pm,10:14:00pm,110,,,,,,,,,,,,,,,,,,
S12,1,1,Jul-02,182,8:24:00pm,10:29:00pm,125,,,,,,,,,,,,,,,,,,
S13,1,1,Jun-11,161,8:21:00pm,8:31:00pm,10,10.93,,,,,,,,,,,,,,,,,
S13,1,1,Jun-11,161,8:21:00pm,8:46:00pm,25,13.32,,,,,,,,,,,,,,,,,
S13,1,1,Jun-11,161,8:21:00pm,9:01:00pm,40,16.4,21.3,18.2,74.6,1001.4,40,1008.4,21.6,16.6,11.87,348,96.7,0,0,0.03,21.2,3.1,1.184
S13,1,1,Jun-11,161,8:21:00pm,9:16:00pm,55,8.26,21.2,18.3,75.9,1001.5,39,1008.5,21.7,16.8,12.03,346,96.7,0,0,0.03,21.2,2.9,1.184
S13,1,1,Jun-11,161,8:21:00pm,9:31:00pm,70,19.13,20.9,18.3,77.5,1001.7,38,1008.7,21.3,16.9,12.07,333,96.8,0,0,0.03,20.9,2.6,1.186
S13,1,1,Jun-11,161,8:21:00pm,9:46:00pm,85,19.2,21.1,17.9,74,1001.7,37,1008.8,21.3,16.2,11.59,334,96.8,0,0,0.03,21,3.2,1.186
S13,1,1,Jun-11,161,8:21:00pm,10:01:00pm,100,19.43,20.3,17.5,76,1001.7,38,1008.7,20.5,15.9,11.38,308,97,2,1.4,0.05,20.3,2.8,1.189
S13,1,1,Jun-11,161,8:21:00pm,10:16:00pm,115,19.39,21.6,18.1,71.4,1001.9,37,1008.9,21.9,16.2,11.57,351,96.6,0,0,0.03,21.5,3.5,1.184
S13,1,1,Jun-11,161,8:21:00pm,10:31:00pm,130,19.39,20.4,17.6,77,1001.9,36,1008.9,20.6,16.2,11.58,309,97,0,0,0.03,20.4,2.8,1.189
S13,1,1,Jun-18,168,8:23:00pm,8:33:00pm,10,10.87,22.6,20.7,84.6,1010,24,1010,23.5,19.8,14.58,392,96.2,1,1.3,0,22.5,1.9,1.179
S13,1,1,Jun-18,168,8:23:00pm,8:48:00pm,25,13.42,22,20.5,88.2,1010.2,23,1010.2,22.9,19.9,14.67,369,96.5,2,1.8,0,21.9,1.5,1.182
S13,1,1,Jun-18,168,8:23:00pm,9:03:00pm,40,15.93,21.5,20.3,89.6,1010.4,22,1010.4,22.4,19.7,14.5,352,96.6,6,4,0,21.5,1.2,1.184
S13,1,1,Jun-18,168,8:23:00pm,9:18:00pm,55,18.39,21.2,20.1,90.3,1010.6,20,1010.6,22.1,19.6,14.36,338,96.7,2,1.4,0,21.2,1.1,1.185
S13,1,1,Jun-18,168,8:23:00pm,9:33:00pm,70,19.08,21.6,20.5,90.8,1010.7,19,1010.7,22.5,20,14.74,352,96.6,0,0,0,21.5,1.1,1.184
S13,1,1,Jun-18,168,8:23:00pm,9:48:00pm,85,19.08,21.3,20.2,90.8,1010.6,19,1010.6,22.1,19.7,14.47,341,96.7,0,0,0,21.2,1.1,1.185
S13,1,1,Jun-18,168,8:23:00pm,10:03:00pm,100,19.24,21.2,20.3,92.2,1010.6,19,1010.6,22,19.9,14.62,338,96.7,0,0,0,21.1,0.9,1.185
S13,1,1,Jun-18,168,8:23:00pm,10:18:00pm,115,19.31,21.6,20.4,89.9,1010.7,19,1010.7,22.5,19.9,14.64,353,96.6,0,0,0,21.6,1.2,1.184
S13,1,1,Jun-18,168,8:23:00pm,10:33:00pm,130,19.3,21.3,20.3,91.8,1010.4,21,1010.4,22.2,19.9,14.66,344,96.7,3,2,0,21.3,1,1.185
S13,1,1,Jun-25,175,8:25:00pm,8:25:00pm,0,9.47,26.7,22.1,67.7,1008.9,35,1008.9,28.4,20.2,14.97,549,94.8,0,0,0,26.6,4.6,1.161
S13,1,1,Jun-25,175,8:25:00pm,8:40:00pm,15,11.2,26.2,21.5,66.5,1008.9,34,1008.9,27.5,19.5,14.27,528,95,0,0,0,26.2,4.7,1.164
S13,1,1,Jun-25,175,8:25:00pm,8:55:00pm,30,14.02,26.4,21.6,65.8,1009.2,32,1009.2,27.8,19.5,14.3,532,94.9,0,0,0,26.4,4.8,1.163
S13,1,1,Jun-25,175,8:25:00pm,9:10:00pm,45,16.78,26,21.1,64.8,1009.4,30,1009.4,27.1,18.9,13.75,514,95.1,0,0,0.01,26,4.9,1.165
S13,1,1,Jun-25,175,8:25:00pm,9:25:00pm,60,18.55,25.8,21.2,66.3,1009.6,28,1009.6,26.9,19.1,13.9,505,95.2,2,1.7,0.01,25.8,4.6,1.166
S13,1,1,Jun-25,175,8:25:00pm,9:40:00pm,75,19.13,25.8,21.9,71.6,1009.6,28,1009.6,27.2,20.2,14.98,510,95.1,0,0,0,25.7,3.9,1.166
S13,1,1,Jun-25,175,8:25:00pm,9:55:00pm,90,19.28,26,21.7,68.8,1009.7,28,1009.7,27.4,19.8,14.58,515,95.1,2,1.6,0,26,4.3,1.165
S13,1,1,Jun-25,175,8:25:00pm,10:10:00pm,105,19.64,25,21.1,71.1,1009.8,26,1009.8,25.9,19.4,14.21,477,95.5,1,1.3,0,25,3.9,1.169
S13,1,1,Jun-25,175,8:25:00pm,10:25:00pm,120,19.42,25.2,21.6,72.9,1009.8,26,1009.8,26.2,19.9,14.7,485,95.4,0,0,0,25.1,3.6,1.168
S13,1,1,Jul-02,182,8:24:00pm,8:24:00pm,0,,,,,,,,,,,,,,,,,,
S13,1,1,Jul-02,182,8:24:00pm,8:39:00pm,15,,,,,,,,,,,,,,,,,,
S13,1,1,Jul-02,182,8:24:00pm,8:54:00pm,30,,,,,,,,,,,,,,,,,,
S13,1,1,Jul-02,182,8:24:00pm,9:09:00pm,45,,,,,,,,,,,,,,,,,,
S13,1,1,Jul-02,182,8:24:00pm,9:24:00pm,60,,,,,,,,,,,,,,,,,,
S13,1,1,Jul-02,182,8:24:00pm,9:39:00pm,75,,,,,,,,,,,,,,,,,,
S13,1,1,Jul-02,182,8:24:00pm,9:54:00pm,90,,,,,,,,,,,,,,,,,,
S13,1,1,Jul-02,182,8:24:00pm,10:09:00pm,105,,,,,,,,,,,,,,,,,,
S13,1,1,Jul-02,182,8:24:00pm,10:24:00pm,120,,,,,,,,,,,,,,,,,,
S21,1,2,Jun-11,161,8:21:00pm,8:21:00pm,0,11.18,22.3,18.9,73,1009.6,28,1009.6,22.8,17.2,12.36,375,96.4,0,0,0.02,22.3,3.4,1.181
S21,1,2,Jun-11,161,8:21:00pm,8:36:00pm,15,13.13,20.9,17.8,74.1,1009.2,31,1009.2,21.2,16.2,11.57,324,96.9,5,3.4,0.07,20.9,3.1,1.187
S21,1,2,Jun-11,161,8:21:00pm,8:51:00pm,30,15.77,21.4,18.5,75.8,1009.9,26,1009.9,21.9,17,12.14,338,96.7,0,0,0.03,21.4,2.9,1.185
S21,1,2,Jun-11,161,8:21:00pm,9:06:00pm,45,17.81,21.6,18.9,77.6,1010.1,24,1010.1,22.1,17.5,12.56,344,96.7,0,0,0.02,21.5,2.7,1.185
S21,1,2,Jun-11,161,8:21:00pm,9:21:00pm,60,18.08,21.5,18.8,78.1,1010.1,24,1010.1,22.1,17.5,12.58,342,96.7,0,0,0.02,21.5,2.7,1.185
S21,1,2,Jun-11,161,8:21:00pm,9:36:00pm,75,18.33,21,17.4,70.9,1010.2,23,1010.2,21,15.5,11.04,314,97,2,1.4,0.06,20.9,3.6,1.188
S21,1,2,Jun-11,161,8:21:00pm,9:51:00pm,90,18.42,21.1,18.4,77.4,1010.4,21,1010.4,21.5,17,12.17,323,96.9,0,0,0.03,21.1,2.7,1.187
S21,1,2,Jun-11,161,8:21:00pm,10:06:00pm,105,18.47,21.3,18.5,77.2,1010.4,22,1010.4,21.7,17.1,12.25,329,96.8,0,0,0.03,21.2,2.8,1.186
S21,1,2,Jun-11,161,8:21:00pm,10:21:00pm,120,18.64,20.8,17.4,72.9,1010.4,21,1010.4,20.8,15.7,11.14,301,97.1,0,0,0.04,20.6,3.3,1.189
S21,1,2,Jun-18,168,8:23:00pm,8:23:00pm,0,10.49,22.8,21.3,87.7,999.2,60,1006.1,23.9,20.6,15.39,445,95.7,0,0,0,22.7,1.5,1.173
S21,1,2,Jun-18,168,8:23:00pm,8:38:00pm,15,13.29,23.2,21.8,89,999.4,58,1006.3,24.6,21.3,16.05,461,95.6,0,0,0,23.2,1.4,1.171
S21,1,2,Jun-18,168,8:23:00pm,8:53:00pm,30,16,22.8,21.1,86.4,999.7,55,1006.6,23.9,20.4,15.14,436,95.8,0,0,0,22.7,1.6,1.174
S21,1,2,Jun-18,168,8:23:00pm,9:08:00pm,45,17.8,22.8,21.3,87.4,999.7,54,1006.7,23.9,20.6,15.32,437,95.8,0,0,0,22.7,1.5,1.174
S21,1,2,Jun-18,168,8:23:00pm,9:23:00pm,60,18.38,22.6,20.9,86.5,999.9,54,1006.8,23.8,20.2,15.01,430,95.9,0,0,0,22.6,1.7,1.175
S21,1,2,Jun-18,168,8:23:00pm,9:38:00pm,75,19.17,,,,,,,,,,,,,,,,,
S21,1,2,Jun-18,168,8:23:00pm,9:53:00pm,90,18.52,22.5,21,87.6,999.9,53,1006.8,23.7,20.4,15.12,427,95.9,0,0,0,22.5,1.5,1.175
S21,1,2,Jun-18,168,8:23:00pm,10:08:00pm,105,18.69,22.1,20.8,89.3,999.9,53,1006.8,23,20.2,14.99,409,96.1,0,0,0,22,1.3,1.177
S21,1,2,Jun-18,168,8:23:00pm,10:23:00pm,120,18.08,22,20.7,88.9,999.7,54,1006.7,23,20.1,14.88,409,96.1,0,0,0,22,1.3,1.177
S21,1,2,Jun-25,175,8:25:00pm,8:35:00pm,10,9.9,25.9,21.6,68.9,1003,27,1010,27,19.7,14.5,507,95.2,2,1.4,0,25.8,4.3,1.166
S21,1,2,Jun-25,175,8:25:00pm,8:50:00pm,25,11.78,25.6,21.9,72.2,1003.2,25,1010.3,27.1,20.3,14.99,498,95.3,0,0,0,25.6,3.7,1.167
S21,1,2,Jun-25,175,8:25:00pm,9:05:00pm,40,14.58,25.1,21.4,72.7,1003.4,24,1010.4,26,19.8,14.57,475,95.5,0,0,0,25,3.7,1.17
S21,1,2,Jun-25,175,8:25:00pm,9:20:00pm,55,17.06,25.8,22,72.1,1004.2,17,1011.2,27.2,20.4,15.08,494,95.3,1,1.3,0,25.7,3.8,1.167
S21,1,2,Jun-25,175,8:25:00pm,9:35:00pm,70,18.55,25.1,21.8,75.1,1003.7,21,1010.7,26.4,20.4,15.09,476,95.5,1,1.2,0,25.1,3.3,1.169
S21,1,2,Jun-25,175,8:25:00pm,9:50:00pm,85,19.38,24.9,21.7,75.9,1003.7,21,1010.8,25.8,20.3,15.03,468,95.5,0,0,0,24.8,3.2,1.17
S21,1,2,Jun-25,175,8:25:00pm,10:05:00pm,100,18.91,25,21.6,74.7,1004,19,1011,26.1,20.2,14.94,470,95.5,0,0,0,25,3.4,1.17
S21,1,2,Jun-25,175,8:25:00pm,10:20:00pm,115,19.59,24.6,21.7,78.1,1003.7,20,1010.8,25.6,20.5,15.18,457,95.6,0,0,0,24.5,2.9,1.172
S21,1,2,Jun-25,175,8:25:00pm,10:35:00pm,130,19.5,24.7,21.5,75.5,1003.7,21,1010.8,25.5,20,14.77,458,95.6,0,0,0,24.6,3.2,1.172
S21,1,2,Jul-02,182,8:24:00pm,8:34:00pm,10,12.32,,,,,,,,,,,,,,,,,
S21,1,2,Jul-02,182,8:24:00pm,8:49:00pm,25,15.12,,,,,,,,,,,,,,,,,
S21,1,2,Jul-02,182,8:24:00pm,9:04:00pm,40,17.61,,,,,,,,,,,,,,,,,
S21,1,2,Jul-02,182,8:24:00pm,9:19:00pm,55,18.21,,,,,,,,,,,,,,,,,
S21,1,2,Jul-02,182,8:24:00pm,9:34:00pm,70,18.19,,,,,,,,,,,,,,,,,
S21,1,2,Jul-02,182,8:24:00pm,9:49:00pm,85,18.1,,,,,,,,,,,,,,,,,
S21,1,2,Jul-02,182,8:24:00pm,10:04:00pm,100,18.12,,,,,,,,,,,,,,,,,
S21,1,2,Jul-02,182,8:24:00pm,10:19:00pm,115,18.34,,,,,,,,,,,,,,,,,
S21,1,2,Jul-02,182,8:24:00pm,10:34:00pm,130,17.7,,,,,,,,,,,,,,,,,
S22,1,2,Jun-11,161,8:21:00pm,8:26:00pm,5,10.87,22.4,18,65.8,1009.6,28,1009.6,22.5,15.7,11.16,369,96.5,0,0,0.04,22.3,4.4,1.182
S22,1,2,Jun-11,161,8:21:00pm,8:41:00pm,20,13.21,21.2,17.3,68.5,1009.6,28,1009.6,21.3,15.2,10.82,326,96.9,2,1.7,0.06,21.2,3.9,1.187
S22,1,2,Jun-11,161,8:21:00pm,8:56:00pm,35,16.03,21.7,18.4,73.6,1009.9,26,1009.9,22.2,16.8,12.02,348,96.6,2,1.5,0.04,21.7,3.3,1.184
S22,1,2,Jun-11,161,8:21:00pm,9:11:00pm,50,17.83,22,18.2,69.8,1010.1,24,1010.1,22.4,16.3,11.6,355,96.6,0,0,0.03,22,3.8,1.183
S22,1,2,Jun-11,161,8:21:00pm,9:26:00pm,65,17.93,22.4,19,72.6,1010.1,24,1010.1,22.9,17.3,12.38,374,96.4,0,0,0.02,22.4,3.4,1.181
S22,1,2,Jun-11,161,8:21:00pm,9:41:00pm,80,18.73,22.1,19.5,78.6,1010.4,22,1010.4,22.6,18.2,13.11,363,96.5,1,1.3,0.02,22,2.6,1.182
S22,1,2,Jun-11,161,8:21:00pm,9:56:00pm,95,18.83,21.4,18.5,75.1,1010.3,23,1010.3,21.9,16.9,12.04,334,96.8,0,0,0.03,21.4,3,1.186
S22,1,2,Jun-11,161,8:21:00pm,10:11:00pm,110,18.98,21.1,17.9,73.7,1010.4,22,1010.4,21.4,16.2,11.6,319,96.9,0,0,0.03,21.1,3.2,1.187
S22,1,2,Jun-11,161,8:21:00pm,10:26:00pm,125,19.31,20.7,17.4,72.9,1010.4,21,1010.4,20.7,15.7,11.14,301,97.1,0,0,0.04,20.6,3.3,1.189
S22,1,2,Jun-18,168,8:23:00pm,8:28:00pm,5,10.32,23.2,21.2,83.9,999.4,58,1006.3,24.4,20.3,15.11,456,95.6,0,0,0,23.2,2,1.172
S22,1,2,Jun-18,168,8:23:00pm,8:43:00pm,20,12.73,23.1,21.4,86.4,999.2,58,1006.3,24.3,20.7,15.47,453,95.7,0,0,0,23,1.7,1.172
S22,1,2,Jun-18,168,8:23:00pm,8:58:00pm,35,15.38,23.1,21.3,85,999.5,56,1006.5,24.3,20.5,15.25,452,95.7,0,0,0,23.1,1.8,1.172
S22,1,2,Jun-18,168,8:23:00pm,9:13:00pm,50,18.03,22.4,21.1,89.4,999.9,53,1006.8,23.4,20.5,15.28,421,96,0,0,0,22.3,1.2,1.176
S22,1,2,Jun-18,168,8:23:00pm,9:28:00pm,65,18.5,22.6,20.8,85.3,999.7,56,1006.6,23.5,20,14.76,427,95.9,0,0,0,22.5,1.8,1.175
S22,1,2,Jun-18,168,8:23:00pm,9:43:00pm,80,19.55,,,,,,,,,,,,,,,,,
S22,1,2,Jun-18,168,8:23:00pm,9:58:00pm,95,19,22.4,21.1,89.1,1001.2,41,1008.3,23.4,20.5,15.24,406,96.1,0,0,0,22.3,1.3,1.177
S22,1,2,Jun-18,168,8:23:00pm,10:13:00pm,110,18.6,22.6,21.1,87.2,999.7,55,1006.6,23.6,20.4,15.12,431,95.9,0,0,0,22.6,1.5,1.175
S22,1,2,Jun-18,168,8:23:00pm,10:28:00pm,125,19.59,21.7,20.4,89,999.5,56,1006.5,22.6,19.8,14.65,400,96.2,0,0,0,21.7,1.3,1.178
